Judul,Harga,Lokasi,Kota,Provinsi,Tipe Properti,Kamar Tidur,Kamar Mandi,Luas Total,Nama Agen,Link
Apartemen Mewah Raffles Residence Murah di SCBD Kuningan Jaksel,18000000000.0,"RW 01, Kuningan Timur, Setiabudi, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",Jakarta Selatan,Daerah Khusus Ibukota Jakarta,Apartemen,3.0,3.0,437.0,YULIANA - ERA STAR RAWAMANGUN,https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/apartemen-mewah-raffles-residence-murah-di-scbd-ku-17368125325/
"Dijual Apartemen Educity Tower Harvard BR Full Furnish dekat Unair C dan ITS
Sukolilo",495000000.0,"Pakuwon City, RW 08, Kalisari, Mulyorejo, Surabaya, Jawa Timur",Surabaya,Jawa Timur,Apartemen,2.0,1.0,36.0,Marlyn - Be The Best Property,https://www.lamudi.co.id/properti/41032-73-1f3420a0873c-b098-19c1e8c-886a-7060
Jual cepat Penthouse royale springhill kemayoran 404 meter,6500000000.0,"PPK Kemayoran, Pademangan Timur, Pademangan, Jakarta Utara, Daerah Khusus Ibukota Jakarta",Jakarta Utara,Daerah Khusus Ibukota Jakarta,Apartemen,3.0,3.0,404.0,Independent Agent - Judith Siera,https://www.lamudi.co.id/properti/41032-73-a4729943cf0f-bd66-19a96da-b86e-759e
Jual apartemen royale springhill kemayoran penthouse 404 meter 1 lantai,6500000000.0,"PPK Kemayoran, Pademangan Timur, Pademangan, Jakarta Utara, Daerah Khusus Ibukota Jakarta",Jakarta Utara,Daerah Khusus Ibukota Jakarta,Apartemen,3.0,3.0,404.0,Independent Agent - Judith Siera,https://www.lamudi.co.id/properti/41032-73-fa17ef3e7726-54f7-19a2a5c-970e-782d
Jual murah penthouse royale springhill kemayoran 404 meter selantai furnish,6500000000.0,"PPK Kemayoran, Pademangan Timur, Pademangan, Jakarta Utara, Daerah Khusus Ibukota Jakarta",Jakarta Utara,Daerah Khusus Ibukota Jakarta,Apartemen,3.0,3.0,404.0,Independent Agent - Judith Siera,https://www.lamudi.co.id/properti/41032-73-35e827cc372f-3ea0-19a96d3-b347-76f5
Investasi Cuan! Studio Puri Orchard 400jt-an Furnished Siap Huni,400000000.0,"RW 01, Rawa Buaya, Cengkareng, Jakarta Barat, Daerah Khusus Ibukota Jakarta",Jakarta Barat,Daerah Khusus Ibukota Jakarta,Apartemen,1.0,1.0,26.0,Steven Lin - Bee Property GS,https://www.lamudi.co.id/properti/41032-73-20e556c30063-d7ef-19dc9a4-9805-7896
"Dijual cepat Apartemen di lantai 10 di Sektor 7-Bintaro, Tangerang Selatan.",550000000.0,"CBD Bintaro Jaya, Bintaro Jaya, Pondok Aren, Tangerang Selatan, Banten",Tangerang Selatan,Banten,Apartemen,1.0,1.0,23.0,Era Radiant BTC,https://www.lamudi.co.id/properti/41032-73-26b5c54b8928-ae78-19a2a1f-98fa-7355
Dijual Cepat Full Furnished  Apartemen Puncak CBD Surabaya,350000000.0,"RW 02, Pradahkali Kendal, Dukuh Pakis, Surabaya, Jawa Timur",Surabaya,Jawa Timur,Apartemen,1.0,1.0,36.0,Marlyn - Be The Best Property,https://www.lamudi.co.id/properti/41032-73-5ad37d0610c-74c7-19cb862-9bbe-74f6
Apartemen Yukata Suites Alam Sutera 2BR Dan Fully Furnished,2500000000.0,"Pakualam, Serpong Utara, Tangerang Selatan, Banten",Tangerang Selatan,Banten,Apartemen,2.0,2.0,99.0,Charles - Gading Pro,https://www.lamudi.co.id/properti/41032-73-3fea8a89cbe7-c203-19daf0c-a935-7409
Apartemen 2 bed room siap huni di Apartemen Salemba Residences,1100000000.0,"RW 08, Paseban, Senen, Jakarta Pusat, Daerah Khusus Ibukota Jakarta",Jakarta Pusat,Daerah Khusus Ibukota Jakarta,Apartemen,2.0,1.0,63.0,PT Indohome Properti Indonesia,https://www.lamudi.co.id/properti/41032-73-83597294366a-c286-19de36c-9b94-767a
Dijual Apartment Gunawangsa Manyar Full Furnished 2BR,375000000.0,"RW 06, Menur Pumpungan, Sukolilo, Surabaya, Jawa Timur",Surabaya,Jawa Timur,Apartemen,2.0,1.0,36.0,Cencen,https://www.lamudi.co.id/properti/41032-73-74980d0d2765-b6c2-19e3a2b-b998-7246
DiJual Apartemen Studio Furnish di Apartemen Podomoro Golf view TURUN HARGA,300000000.0,"Podomoro Golf View, Bojong Nangka, Gunung Putri, Kab Bogor, Jawa Barat",Kab Bogor,Jawa Barat,Apartemen,1.0,1.0,22.0,HSR Property,https://www.lamudi.co.id/jual/jawa-barat/bogor/dijual-apartemen-studio-furnish-di-apartemen-podom-175256683986/
"Apartemen The Springlake Summarecon Bekasi, Type 2BR, Lantai Tinggi di Tower Baru, Siap Huni",500000000.0,"Summarecon Bekasi, Tytyan Indah, Summarecon, Harapan Mulya, Bekasi, Jawa Barat",Bekasi,Jawa Barat,Apartemen,2.0,1.0,42.0,ERA EXPERT SUMMARECON,https://www.lamudi.co.id/properti/41032-73-a1bafa863c88-56ec-19b0ce2-9015-75e2
"Jual Apartemen The Springlake Summarecon Bekasi, Type 3BR, View City, Siap Huni",575000000.0,"Summarecon Bekasi, Tytyan Indah, Summarecon, Harapan Mulya, Bekasi, Jawa Barat",Bekasi,Jawa Barat,Apartemen,3.0,1.0,49.0,ERA EXPERT SUMMARECON,https://www.lamudi.co.id/properti/41032-73-938751f0195d-5ca5-19b0787-9c7d-7584
"Jual Apartemen The Springlake Summarecon Bekasi, Type 2BR Siap Huni, Lantai Rendah View Lake",400000000.0,"Summarecon Bekasi, Tytyan Indah, Summarecon, Harapan Mulya, Bekasi, Jawa Barat",Bekasi,Jawa Barat,Apartemen,2.0,1.0,42.0,ERA EXPERT SUMMARECON,https://www.lamudi.co.id/properti/41032-73-c1f9c718e1db-d1c5-19b077e-aeb5-73ad
"JUAL CEPAT! / Oper Kredit Apartment Westown View Tower La Chiva , Pakuwon , Wiyung , Surabaya barat",450000000.0,"RW 01, Wiyung, Wiyung, Surabaya, Jawa Timur",Surabaya,Jawa Timur,Apartemen,1.0,1.0,25.0,Cencen,https://www.lamudi.co.id/properti/41032-73-83a2050aee6f-4ab-19e3a1a-9369-7341
Apartemen Taman Rasuna Tower 1  Lt 2 Luas 91m 3 Bedroom Plus Maid Room 2 Kamar Mandi,1390000000.0,"RW 10, Menteng Atas, Setiabudi, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",Jakarta Selatan,Daerah Khusus Ibukota Jakarta,Apartemen,4.0,2.0,91.0,Tilik Omah,https://www.lamudi.co.id/properti/41032-73-49c563091fd2-2123-19f0132-b4d3-79e7
"Dijual apartemen cityhome, MOI, view lepas",850000000.0,"RW 19, Kelapa Gading Barat, Kelapa Gading, Jakarta Utara, Daerah Khusus Ibukota Jakarta",Jakarta Utara,Daerah Khusus Ibukota Jakarta,Apartemen,2.0,1.0,42.0,Yanti - Asia One Kelapa Gading,https://www.lamudi.co.id/properti/41032-73-c41f4133e231-7f32-19e01bb-8d70-75fd
dijual apartment gunawangsa manyar baru New Full Furnished,375000000.0,"RW 06, Menur Pumpungan, Sukolilo, Surabaya, Jawa Timur",Surabaya,Jawa Timur,Apartemen,2.0,1.0,36.0,Cencen,https://www.lamudi.co.id/properti/41032-73-3199aa9a7620-d200-19dd44f-ada5-7387
Di Jual Rumah Cluster Pademangan 2 Jakarta utara,396000000.0,"RW 07, Pademangan Barat, Pademangan, Jakarta Utara, Daerah Khusus Ibukota Jakarta",Jakarta Utara,Daerah Khusus Ibukota Jakarta,Kondominium,2.0,1.0,26.0,AS PROPERTY2,https://www.lamudi.co.id/properti/41032-73-82b1fcc11452-a358-19c2c28-8be7-7644
"Apt kebon jeruk maqna residence 2 lantai loft design, akses tol dekat, akses jalan bebas banjir murah banget",1250000000.0,"RW 07, Kebon Jeruk, Kebon Jeruk, Jakarta Barat, Daerah Khusus Ibukota Jakarta",Jakarta Barat,Daerah Khusus Ibukota Jakarta,Apartemen,2.0,2.0,76.0,ERA INFINITY,https://www.lamudi.co.id/properti/41032-73-461fcca7fdfb-fd4-19d2069-9770-7298
DIjual Apartement GreenBay Pluit,900000000.0,"RW 10, Pluit, Penjaringan, Jakarta Utara, Daerah Khusus Ibukota Jakarta",Jakarta Utara,Daerah Khusus Ibukota Jakarta,Apartemen,2.0,2.0,77.0,Zen,https://www.lamudi.co.id/properti/41032-73-b1487510cc1c-614a-19c5044-a357-7742
Dijual Apartemen The Summit Kelapa Gading 3BR uk 127m at Jakarta utara,3600000000.0,"RW 22, Kelapa Gading Timur, Kelapa Gading, Jakarta Utara, Daerah Khusus Ibukota Jakarta",Jakarta Utara,Daerah Khusus Ibukota Jakarta,Apartemen,3.0,2.0,127.0,Re/Max 360 Pik,https://www.lamudi.co.id/properti/41032-73-f6b49f047a05-5fbe-19e06dd-91ef-735a
Dijual murah BU di bawah pasaran Permata Hijau Suites 2BR semi furnish,1670000000.0,"RW 11, Grogol Utara, Kebayoran Lama, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",Jakarta Selatan,Daerah Khusus Ibukota Jakarta,Apartemen,2.0,1.0,60.0,Atlantis Realty,https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/dijual-murah-bu-di-bawah-pasaran-permata-hijau-sui-175729210799/
Dijual Apartemen luxury vasaka nines BSD city Tangerang,700000000.0,"Cadasmampar, Serpong, Serpong, Tangerang Selatan, Banten",Tangerang Selatan,Banten,Apartemen,1.0,1.0,37.0,Zen,https://www.lamudi.co.id/jual/banten/tangerang-selatan/apartemen-luxury-vasaka-nines-bsd-city-tangerang-174877200078/
Apartemen Gardenia Boulevard Jakarta Selatan,525000000.0,"RW 05, Jati Padang, Pasar Minggu, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",Jakarta Selatan,Daerah Khusus Ibukota Jakarta,Apartemen,1.0,1.0,34.0,Daniel Property,https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/apartemen-gardenia-boulevard-jakarta-selatan-173782558542/
Dijual Apartemen Puncak Bukit Golf,425000000.0,"Bukit Darmo, RW 01, Pradahkali Kendal, Dukuh Pakis, Surabaya, Jawa Timur",Surabaya,Jawa Timur,Apartemen,2.0,1.0,522.0,FNY - Propnex Boulevard,https://www.lamudi.co.id/properti/41032-73-3e6d5194e2de-88b1-19d8577-9658-77b4
Dijual Turun Harga Ruang Usaha Strategis jl. Widoharjo Semarang,6500000000.0,"RW 05, Mlatibaru, Semarang Timur, Kota Semarang, Jawa Tengah",Kota Semarang,Jawa Tengah,Kondominium,3.0,3.0,299.0,Jully Nana Property,https://www.lamudi.co.id/jual/jawa-tengah/semarang/dijual-ruang-usaha-strategis-widoharjo-semarang-173268008941/
Apartemen French Walk 2 BR Siap Huni Full Furnishes Baru Renov,1620000000.0,"RW 21, Kelapa Gading Barat, Kelapa Gading, Jakarta Utara, Daerah Khusus Ibukota Jakarta",Jakarta Utara,Daerah Khusus Ibukota Jakarta,Apartemen,2.0,1.0,88.0,Yosua A MR Realty PIK,https://www.lamudi.co.id/properti/41032-73-441ea6ec2728-99c6-19f13a8-8258-71a2
Full Furnished Serius Fasilitas Top Harga Mantap,2300000000.0,"Kesawan, Medan Barat, Kota Medan, Sumatera Utara",Kota Medan,Sumatera Utara,Apartemen,3.0,2.0,92.0,Jesslyn-Noreen,https://www.lamudi.co.id/properti/41032-73-6bcb96f171a1-dc95-19e1c35-ba28-787a
Jual Murah Apartemen Baru Fatmawati City Center Tower Corona,1200000000.0,"RW 09, Cilandak Barat, Cilandak, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",Jakarta Selatan,Daerah Khusus Ibukota Jakarta,Apartemen,1.0,1.0,41.0,Mueza Property,https://www.lamudi.co.id/properti/41032-73-cf77937716ca-34ad-19f1b0a-ac06-751e
Dijual  APARTEMEN TAMAN MELATI STUDIO  Full Furnish dekat Unair C dan ITS Sukolilo,410000000.0,"RW 04, Dukuh Sutorejo, Mulyorejo, Surabaya, Jawa Timur",Surabaya,Jawa Timur,Apartemen,2.0,1.0,21.0,Marlyn - Be The Best Property,https://www.lamudi.co.id/properti/41032-73-f9b03c75ee89-41fc-19c1e85-bf6f-7568
Apartemen Lexington Residences 2 Kamar Tidur Fully Furnished Dijual-Harga Murah NEGO,1800000000.0,"RW 03, Bintaro, Pesanggrahan, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",Jakarta Selatan,Daerah Khusus Ibukota Jakarta,Apartemen,2.0,2.0,80.0,Daniel Property,https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/apartemen-lexington-residences-jual-murah-harga-ne-175402063192/
Apartemen Ayodhya Bagus Bersih Siap Huni,285000000.0,"Kota Ayodhya, Kelapa Indah, Tangerang, Tangerang, Banten",Tangerang,Banten,Apartemen,2.0,2.0,36.0,Dream Homes Junia,https://www.lamudi.co.id/properti/41032-73-2fb1e078bac4-fd7d-19e1aa6-9127-7662
Best price luxurious Apartemen The Langham Residence at SCBD size 356m,35000000000.0,"SCBD, Senayan, Kebayoran Baru, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",Jakarta Selatan,Daerah Khusus Ibukota Jakarta,Apartemen,3.0,3.0,356.0,RE/MAX  Premier JGC,https://www.lamudi.co.id/properti/41032-73-fb5f2f97a3bf-2395-19cf4fc-96af-74fb
Dijual Rugi Apartemen Springlake Bekasi 2BR Lantai Rendah,430000000.0,"Rawa Bugel, Perwira, Bekasi, Jawa Barat",Bekasi,Jawa Barat,Apartemen,2.0,1.0,42.0,Sinta PrimeHouse,https://www.lamudi.co.id/properti/41032-73-671cd7d5842d-3e1a-19e3e9f-8b9c-72f5
Selangkah ke Umn Univ! Studio Apartemen Scientia Residences Gading Serpong,380000000.0,"Summarecon Serpong, Curug Sangereng, Kelapa Dua, Kabupaten Tangerang, Banten",Kabupaten Tangerang,Banten,Apartemen,1.0,1.0,26.0,Berlin - Acasa Property,https://www.lamudi.co.id/properti/41032-73-413ae8f686d7-b03f-19e629b-a0ce-7689
Dijual rugi Apartemen Springlake Summarecon Bekasi Studio Lantai rendah View Kolam dan taman,280000000.0,"Summarecon Bekasi, Rawa Bugel, Perwira, Bekasi, Jawa Barat",Bekasi,Jawa Barat,Apartemen,1.0,1.0,21.0,Sinta PrimeHouse,https://www.lamudi.co.id/properti/41032-73-dbb5cc888f5f-2eb-19dd7b9-bedb-7364
Dijual Murah Apartemen Mtown Residence Gading Serpong Tipe 2BR Fully Furnish,750000000.0,"Gading Serpong, Pakulonan Barat, Kelapa Dua, Kabupaten Tangerang, Banten",Kabupaten Tangerang,Banten,Apartemen,2.0,1.0,47.0,Sinta PrimeHouse,https://www.lamudi.co.id/jual/banten/tangerang/dijual-apartemen-mtown-residence-gading-serpong-ti-175586527512/
Dijual apartemen city home moi full furnish bagus siap huni,875000000.0,"RW 19, Kelapa Gading Barat, Kelapa Gading, Jakarta Utara, Daerah Khusus Ibukota Jakarta",Jakarta Utara,Daerah Khusus Ibukota Jakarta,Apartemen,2.0,1.0,45.0,Jessie Ho ( Gading Pro PIK),https://www.lamudi.co.id/properti/41032-73-4cfba690f88b-d228-19c663b-b236-73dc
Dijual Apartement Kalibata City _ Jakarta Selatan,550000000.0,"RW 02, Cipete Selatan, Cilandak, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",Jakarta Selatan,Daerah Khusus Ibukota Jakarta,Apartemen,2.0,1.0,26.0,Zenith Property,https://www.lamudi.co.id/properti/41032-73-5a288467a6d1-1177-19dfbbf-a7ad-76a8
"Dijual Apartemen Siap Huni & Siap sewa di Jakarta,cicilan ringan tanpa Dp",380000000.0,"RW 07, Pekayon, Pasar Rebo, Jakarta Timur, Daerah Khusus Ibukota Jakarta",Jakarta Timur,Daerah Khusus Ibukota Jakarta,Apartemen,1.0,1.0,21.0,PT Lia sukses properti,https://www.lamudi.co.id/jual/jakarta/jakarta-timur/dijual-apartemen-siap-huni-siap-sewa-di-jakarta-ci-172748878940/
Apartemen Type Studio Dekat MRT Fatmawati City Center,990000000.0,"RW 09, Cilandak Barat, Cilandak, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",Jakarta Selatan,Daerah Khusus Ibukota Jakarta,Apartemen,1.0,1.0,31.0,Mueza Property,https://www.lamudi.co.id/properti/41032-73-c9e07632bf2c-40ef-19edc9a-9561-76a7
Dijual Cepat Apartement Springhill Terrace Size 99 Meter Full Furnish,1780000000.0,"PPK Kemayoran, Pademangan Timur, Pademangan, Jakarta Utara, Daerah Khusus Ibukota Jakarta",Jakarta Utara,Daerah Khusus Ibukota Jakarta,Apartemen,3.0,2.0,99.0,Ricksen,https://www.lamudi.co.id/properti/41032-73-9864cbd32bf2-4243-19edfb4-a11b-7837
apartemen Ready unit full furnished dekat kampus UNS Jebres Surakarta,330000000.0,"Surakarta, Karanganyar, Jawa Tengah",Karanganyar,Jawa Tengah,Apartemen,1.0,1.0,19.0,Point Property,https://www.lamudi.co.id/properti/41032-73-37cf1d1ad148-c9ba-19dd1f9-ae01-7af8
Super Luxurious Semi Furnished Langham Residence SCBD Penthouse 523m,50000000000.0,"SCBD, Senayan, Kebayoran Baru, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",Jakarta Selatan,Daerah Khusus Ibukota Jakarta,Apartemen,4.0,4.0,523.0,Casaterra Sedayu,https://www.lamudi.co.id/properti/41032-73-1ccea6e8bea0-82d7-19a8065-b092-7407
Apartemen Mewah Oakwood Mega Kuningan 1 BR 96m2 Fully Furnished,3700000000.0,"RW 01, Kuningan Timur, Setiabudi, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",Jakarta Selatan,Daerah Khusus Ibukota Jakarta,Apartemen,1.0,1.0,96.0,RE/MAX Premier PIK,https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/apartemen-mewah-oakwood-mega-kuningan-1-br-96m2-fu-175429126065/
Dijual Apartemen Pinewood Jatinangor,315000000.0,"Jatinangor, Sumedang, Jawa Barat",Sumedang,Jawa Barat,Apartemen,1.0,1.0,27.0,Kantor Agen Independen,https://www.lamudi.co.id/properti/41032-73-fc2360f5c8f1-7b56-19d814f-8c13-7e64
DiJual Apartment Paladian Park,975000000.0,"RW 13, Kelapa Gading Timur, Kelapa Gading, Jakarta Utara, Daerah Khusus Ibukota Jakarta",Jakarta Utara,Daerah Khusus Ibukota Jakarta,Apartemen,2.0,1.0,87.0,Zenith Property,https://www.lamudi.co.id/properti/41032-73-ca31a4dc2106-68fa-19da6b4-bf07-757e
Jual Apartemen Holland Village Murah Langsung Pemilik Tanpa Perantara,2180000000.0,"RW 07, Cempaka Putih Timur, Cempaka Putih, Jakarta Pusat, Daerah Khusus Ibukota Jakarta",Jakarta Pusat,Daerah Khusus Ibukota Jakarta,Apartemen,3.0,3.0,131.0,Lippo Properti,https://www.lamudi.co.id/jual/jakarta/jakarta-pusat/dijual-apartment-holland-village-jakarta-2br-3br-j-174766997579/
DIBAWAH NJOP Dijual Cepat 3BR City View Apartemen taman Anggrek Residence - BEST INVEST -,1600000000.0,"RW 06, Tanjung Duren Selatan, Grogol Petamburan, Jakarta Barat, Daerah Khusus Ibukota Jakarta",Jakarta Barat,Daerah Khusus Ibukota Jakarta,Apartemen,3.0,2.0,65.0,HENOVPRO,https://www.lamudi.co.id/properti/41032-73-4fb50433abeb-ccbb-19f1bf5-989c-74f5
Dijual Cepat Apartemen Mtown 2BR Full Furnish di Gading Serpong Dekat Mall Summarecon Serpong,700000000.0,"Gading Serpong, Pakulonan Barat, Kelapa Dua, Kabupaten Tangerang, Banten",Kabupaten Tangerang,Banten,Apartemen,2.0,1.0,47.0,Sinta PrimeHouse,https://www.lamudi.co.id/properti/41032-73-b87d129fdad-486a-199a888-9cfa-73d1
"Dijual Cepat   Royal Garden Apartement , di Daerah Depok Dekat ke Kampus Ui dan sekitarnya Lokasi Strategis",69000000000.0,"Rangkapan Jaya, Pancoran Mas, Depok, Jawa Barat",Depok,Jawa Barat,Apartemen,2.0,1.0,6.0,Buana Realty,https://www.lamudi.co.id/properti/41032-73-ebf122142570-f57b-19ef01a-930d-74e8
Dijual Murah Apartemen 3BR Amartapura Lippo Karawaci View Pool Dekat Kampus UPH,850000000.0,"Lippo Village, Kelapa Dua, Kelapa Dua, Kabupaten Tangerang, Banten",Kabupaten Tangerang,Banten,Apartemen,3.0,2.0,108.0,Sinta PrimeHouse,https://www.lamudi.co.id/properti/41032-73-5e61736578c3-4abb-19c6604-82b4-783f
DIJUAL CEPAT APARTEMEN SKYVIEW SAMPING AEON MALL LT 2 SEMI FURNISHED SIAP HUNI,145000000.0,"BSD Sunburst CBD, Babakan, BSD City, Serpong, Tangerang Selatan, Banten",Tangerang Selatan,Banten,Apartemen,1.0,1.0,21.0,PT. DEFANISA SELARAS SEJAHTERA,https://www.lamudi.co.id/properti/41032-73-e61ab96c2b26-840f-19f1265-83b6-72f7
Apartemen 1BR - Income 7JUTA perbulan Cocok untuk Hunian ataupun Investasi,1050000000.0,"Sariharjo, Ngaglik, Sleman, Daerah Istimewa Yogyakarta",Sleman,Daerah Istimewa Yogyakarta,Apartemen,1.0,1.0,45.0,Patraland Amarta,https://www.lamudi.co.id/properti/41032-73-3fb326980f5b-5af7-19cd0cc-afde-790a
Jual Cepat Murah Apartemen Dekat MRT Fatmawati City Center 2 Bedroom,1900000000.0,"RW 09, Cilandak Barat, Cilandak, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",Jakarta Selatan,Daerah Khusus Ibukota Jakarta,Apartemen,2.0,1.0,71.0,Mueza Property,https://www.lamudi.co.id/properti/41032-73-8276d1321396-5bfe-19dc711-99cc-74a9
DIJUAL – Apartemen DAVE Studio Mezanin Full Furnished🤩,400000000.0,"Kukusan, Beji, Depok, Jawa Barat",Depok,Jawa Barat,Apartemen,1.0,1.0,18.0,Aileen Felicia Goey - Be The Best Property,https://www.lamudi.co.id/properti/41032-73-a34be980a71e-fedf-19e1d51-bcd7-7823
HARGA MURAH UNIT FULL FURNISHED DENGAN VIEW GUNUNG DI APARTEMENT NEWTON,280000000.0,"Margasari, Buahbatu, Kota Bandung, Jawa Barat",Kota Bandung,Jawa Barat,Apartemen,2.0,1.0,60.0,Dira - KAP Capital,https://www.lamudi.co.id/properti/41032-73-5d56ada49dc1-85ac-19cf5db-a47a-733c
"🔥 DIJUAL – Apartemen Studio Mezanin Strategis di Area Beji, Depok 🏢✨",350000000.0,"Kukusan, Beji, Depok, Jawa Barat",Depok,Jawa Barat,Apartemen,1.0,1.0,18.0,Aileen Felicia Goey - Be The Best Property,https://www.lamudi.co.id/properti/41032-73-df6199fe9c23-6936-19e1d5d-8d3a-7320
DIJUAL APARTEMEN PACIFIC GARDEN DEKAT BINUS ALAM SUTERA,800000000.0,"Alam Sutera, Pinang, Tangerang, Banten",Tangerang,Banten,Apartemen,1.0,1.0,33.0,Rumah Profit,https://www.lamudi.co.id/properti/41032-73-eb1210503e65-752c-19e7dc8-a309-7324
APARTEMEN BAGUS 2 BEDROOM FULLY FURNISHED THE ASPEN JAKARTA SELATAN,980000000.0,"RW 04, Cilandak Barat, Cilandak, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",Jakarta Selatan,Daerah Khusus Ibukota Jakarta,Apartemen,2.0,1.0,47.0,Kum Kum Agent Atlantis Realty,https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/apartemen-cantik-2-bedroom-fully-furnished-the-asp-174556830831/
Dijual cepat Apartment Teluk Intan Lantai Rendah (Tower Sapphire),350000000.0,"RW 03, Kamal Muara, Penjaringan, Jakarta Utara, Daerah Khusus Ibukota Jakarta",Jakarta Utara,Daerah Khusus Ibukota Jakarta,Apartemen,2.0,1.0,36.0,Boy-Lubis,https://www.lamudi.co.id/jual/jakarta/jakarta-utara/dijual-apartment-teluk-intan-lantai-rendah-lt-2-171747164982/
Apartment 1 Park Avenue 2 BR Good Furnished,4600000000.0,"RW 10, Kramat Pela, Kebayoran Baru, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",Jakarta Selatan,Daerah Khusus Ibukota Jakarta,Apartemen,2.0,2.0,146.0,Azka Property,https://www.lamudi.co.id/properti/41032-73-6e8cab4f1b62-e429-19c7172-9284-72e3
Dijual Apartemen Ayodya,380000000.0,"Kumatex, Kelapa Indah, Tangerang, Tangerang, Banten",Tangerang,Banten,Apartemen,2.0,1.0,38.0,Dream Homes Junia,https://www.lamudi.co.id/properti/41032-73-a9bab5099c9d-b480-19e8263-a43a-7800
"Dijual Apartemen Gandaria Heights di Gancit , Jakarta Selatan",3000000000.0,"RW 05, Kebayoran Lama Utara, Kebayoran Lama, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",Jakarta Selatan,Daerah Khusus Ibukota Jakarta,Apartemen,3.0,3.0,117.0,Mira,https://www.lamudi.co.id/properti/41032-73-1d6669d0727e-7410-19d7165-8064-7dea
For Sale Apartment Providence Park 3+1 Bedroom,17000000000.0,"RW 11, Cipulir, Kebayoran Lama, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",Jakarta Selatan,Daerah Khusus Ibukota Jakarta,Apartemen,3.0,3.0,363.0,Abie Property,https://www.lamudi.co.id/properti/41032-73-f1afffb7337-5b32-19bdf9c-9373-7453
Dijual Apartment kemang village residence Tower Ritz,3800000000.0,"RW 05, Bangka, Mampang Prapatan, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",Jakarta Selatan,Daerah Khusus Ibukota Jakarta,Apartemen,3.0,2.0,165.0,Propnex Indonesia,https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/dijual-apartment-kemang-village-residence-tower-ri-175775728734/
Di jual BU apartemen Bassura 2 bedroom unfurnis atas mall basura (SHM),480000000.0,"Bassura City, Cipinang Besar Selatan, Jatinegara, Jakarta Timur, Daerah Khusus Ibukota Jakarta",Jakarta Timur,Daerah Khusus Ibukota Jakarta,Apartemen,2.0,1.0,34.0,Aira property,https://www.lamudi.co.id/properti/41032-73-1a0517f3670-7b5d-19c238c-ad1d-72ac
Di Jual apartemen Madison Park 2 bedroom full furnish,1100000000.0,"RW 06, Tanjung Duren Selatan, Grogol Petamburan, Jakarta Barat, Daerah Khusus Ibukota Jakarta",Jakarta Barat,Daerah Khusus Ibukota Jakarta,Apartemen,2.0,1.0,49.0,Annelis Ashita - Glow Property,https://www.lamudi.co.id/properti/41032-73-35640618e5ed-6553-19e6dd8-958a-7776
DIJUAL  Apartemen MTown,625000000.0,"Gading Serpong, Pakulonan Barat, Kelapa Dua, Kabupaten Tangerang, Banten",Kabupaten Tangerang,Banten,Apartemen,2.0,1.0,46.0,Zenith Property,https://www.lamudi.co.id/properti/41032-73-da04c19cfba6-a84c-19e52c2-99a3-7217
Dijual Super Murah Apartemen Embarcadero 1 Bedroom,425000000.0,"Pondok Pucung, Pondok Aren, Tangerang Selatan, Banten",Tangerang Selatan,Banten,Apartemen,1.0,1.0,34.0,PropNex Kemang,https://www.lamudi.co.id/jual/banten/tangerang/dijual-super-murah-apartemen-embarcadero-1-bedroom-174508712865/
